,Make & Model,Price,Depreciation,Reg Date,Mileage,Vechical Type
317,Toyota Estima 2.4A Aeras Premium Moonroof,"$109,800.00","$14,860 /yr",27-Apr-2017,"50,000 km",MPV
319,Nissan Cabstar (COE till 02/2026),"$32,800.00","$6,720 /yr",28-Feb-2011,"13,300 km",Truck
323,Toyota Corolla Altis 1.6A (COE till 03/2026),"$30,800.00","$6,280 /yr",08-Mar-2006,"160,412 km",Sedan
325,Volkswagen Jetta Sport 1.4A TSI,"$34,500.00","$15,480 /yr",13-Sep-2012,"150,000 km",Sedan
327,Honda Stream 1.8A (COE till 04/2022),"$7,900.00","$7,630 /yr",26-Apr-2007,"233,757 km",MPV
328,Honda Shuttle 1.5A G,"$61,800.00","$10,190 /yr",15-Sep-2016,"45,000 km",Stationwagon
329,MINI Cooper S Cabriolet 1.6A,"$45,888.00",,11-May-2011,"83,489 km",Sports
330,Toyota Dyna 150 3.0M,"$73,800.00","$10,130 /yr",25-Jul-2018,"40,000 km",Truck
331,MINI Cooper S Clubman 1.6A (COE till 12/2029),"$69,888.00","$8,010 /yr",30-Dec-2009,"108,996 km",Sports
332,Subaru Forester 2.0i-L EyeSight,"$105,800.00","$11,960 /yr",20-Jun-2019,"24,270 km",SUV
333,BMW 2 Series 216i Gran Tourer,"$100,500.00","$11,530 /yr",28-Jun-2018,"31,200 km",MPV
336,Toyota Corolla Altis 1.8A (COE till 05/2026),"$32,800.00","$6,390 /yr",16-Jun-2006,"115,400 km",Sedan
337,Kia Cerato K3 1.6A (OPC),"$52,800.00","$6,920 /yr",27-Dec-2017,"50,200 km",Sedan
338,BMW X2 sDrive18i M-Sport X,"$133,800.00","$14,570 /yr",30-Nov-2018,"32,600 km",SUV
339,BMW 7 Series 730Li Sunroof,"$131,800.00","$18,570 /yr",11-Jun-2015,"99,300 km",Luxury
340,Honda Civic Type R 2.0M (COE till 08/2027),"$83,688.00","$13,110 /yr",30-Aug-2007,"197,000 km",Sports
342,Honda Jazz 1.3A L (COE till 04/2029),"$46,800.00","$5,840 /yr",16-Apr-2009,"130,000 km",Hatchback
343,Mitsubishi ASX 2.0A,"$62,800.00","$9,540 /yr",15-Nov-2016,"80,100 km",SUV
344,Honda Fit 1.3A G F-Package,"$69,800.00","$7,970 /yr",27-Aug-2019,"16,012 km",Hatchback
345,Audi A6 1.8A TFSI Ultra S-tronic,"$136,000.00","$15,030 /yr",18-Jul-2018,"30,800 km",Luxury
346,BMW 5 Series 523i Highline (New 10-yr COE),"$81,800.00","$8,180 /yr",29-Jun-2011,"119,000 km",Luxury
347,Honda Civic 1.6A VTi (COE till 12/2026),"$39,800.00","$7,030 /yr",09-Dec-2006,"180,333 km",Sedan
349,Mitsubishi Outlander 2.0A,"$114,800.00","$10,920 /yr",27-Jul-2020,"6,500 km",SUV
350,Honda CR-Z Hybrid 1.5A (COE till 05/2030),"$54,888.00","$6,050 /yr",05-May-2010,"150,000 km",Sports
351,Porsche Cayman S 3.4M (COE till 08/2030),"$181,800.00","$19,390 /yr",27-Aug-2010,"11,939 km",Sports
352,Hyundai Avante 1.6M (COE till 11/2023),"$14,800.00","$5,710 /yr",15-Nov-2008,"125,000 km",Sedan
353,Honda Fit 1.3A G F-Package,"$59,800.00","$9,290 /yr",13-Jun-2017,"25,667 km",Hatchback
355,Mercedes-Benz A-Class A180,"$62,800.00","$13,200 /yr",28-May-2015,"93,500 km",Hatchback
356,Mazda 3 1.5A (OPC),"$59,500.00","$6,780 /yr",31-Dec-2018,"30,440 km",Sedan
357,Audi A5 Sportback 2.0A TFSI S-tronic Design,"$134,800.00","$16,570 /yr",19-Jan-2018,"50,000 km",Luxury
358,Toyota Corolla Altis 1.6A Elegance,"$45,800.00","$10,470 /yr",23-Dec-2014,"119,000 km",Sedan
360,Suzuki Solio 1.2A,"$33,800.00","$8,280 /yr",22-Jan-2015,"107,435 km",MPV
362,Porsche Panamera Turbo 4.8A PDK (COE till 03/2030),"$168,000.00","$18,840 /yr",11-Mar-2010,"49,300 km",Sports
363,Mercedes-Benz A-Class A180,"$97,888.00","$11,890 /yr",10-Aug-2018,"41,700 km",Hatchback
366,Honda Civic 1.6A VTi,"$70,800.00","$10,760 /yr",02-Dec-2016,"58,000 km",Sedan
368,Toyota Estima 2.4A Aeras Moonroof (COE till 03/2029),"$64,888.00","$8,160 /yr",25-Mar-2009,"143,700 km",MPV
369,Citroen Berlingo L2 1.6A BlueHDi,"$48,800.00","$7,560 /yr",25-Sep-2017,"48,000 km",Van
370,Toyota Hiace 3.0M DX (New 5-yr COE),"$35,800.00","$7,160 /yr",17-Dec-2010,"227,000 km",Bus
372,BMW 5 Series 520i,"$78,800.00","$17,150 /yr",10-Apr-2014,"96,200 km",Luxury
373,Porsche Cayenne E-Hybrid 3.0A Tip,"$372,000.00","$37,890 /yr",01-Feb-2019,"35,000 km",SUV
374,MINI One 1.6A (New 10-yr COE),"$61,800.00","$6,180 /yr",14-Apr-2011,"116,000 km",Hatchback
375,BMW X3 xDrive20i Sunroof,"$61,800.00","$16,990 /yr",28-Jun-2013,"85,300 km",SUV
376,Volkswagen Golf R 5DR (COE till 08/2030),"$96,800.00","$10,310 /yr",14-Jan-2011,"166,540 km",Sports
377,Suzuki Swift 1.4A GLX,"$51,300.00","$8,200 /yr",26-Oct-2016,"43,000 km",Hatchback
378,Toyota Previa 2.4A,"$42,800.00","$16,040 /yr",25-Sep-2012,"189,000 km",MPV
379,Hyundai Santa Fe 2.7A Sunroof (COE till 03/2024),"$18,999.00","$6,400 /yr",21-Apr-2009,"76,500 km",SUV
380,Nissan Navara Double-Cab (New 10-yr COE),"$77,800.00","$7,780 /yr",28-Nov-2012,"161,534 km",Truck
381,Hyundai Santa Fe 2.4A Sunroof,"$88,800.00","$13,200 /yr",21-Oct-2016,"79,000 km",SUV
382,Toyota Harrier 2.0A Elegance,"$98,800.00","$13,010 /yr",13-Jul-2017,"29,000 km",SUV
383,Volkswagen Scirocco 1.4A TSI (COE till 12/2024),"$33,000.00","$8,880 /yr",30-Dec-2009,"139,000 km",Sports
384,Ferrari California 4.3A (COE till 08/2030),"$318,000.00","$33,860 /yr",09-Sep-2010,"48,000 km",Sports
385,Citroen C4 Picasso Diesel 1.6A BlueHDi,"$49,800.00","$8,630 /yr",22-Jun-2016,"91,000 km",MPV
386,BMW 1 Series 116i,"$35,800.00","$14,690 /yr",25-Oct-2012,"74,800 km",Hatchback
387,Mazda 5 2.0A Sunroof,"$39,800.00","$10,860 /yr",14-Apr-2014,"104,000 km",MPV
388,BMW 5 Series 520i,"$45,800.00","$17,010 /yr",29-Sep-2012,"104,000 km",Luxury
389,BMW 3 Series 316i,"$59,800.00","$15,780 /yr",29-Jan-2014,"35,430 km",Luxury
390,Mercedes-Benz B-Class B180 Style,"$71,800.00","$12,560 /yr",22-Jan-2016,"72,274 km",Hatchback
392,Honda Freed Hybrid 1.5A G 7-Seater,"$101,800.00","$10,480 /yr",23-Jan-2020,"16,000 km",MPV
393,Honda Vezel 1.5A X,"$57,800.00","$10,380 /yr",12-May-2016,"65,000 km",SUV
394,Porsche Macan 2.0A PDK,"$185,000.00","$25,490 /yr",14-Nov-2016,"46,000 km",SUV
396,Mercedes-Benz B-Class B160 (New 10-yr COE),"$65,800.00","$6,580 /yr",16-May-2011,"84,171 km",Hatchback
397,Audi A4 2.0A TFSI S-tronic,"$132,800.00","$12,770 /yr",20-Feb-2020,"16,442 km",Luxury
399,Toyota ProAce Comfort Medium 2.0M,"$53,888.00","$7,630 /yr",04-May-2018,"30,300 km",Van
400,Mercedes-Benz B-Class B180 Style,"$96,800.00","$12,770 /yr",06-Feb-2018,"52,888 km",Hatchback
401,Lamborghini Aventador LP700-4 (New 10-yr COE),"$598,800.00","$59,850 /yr",24-Nov-2011,"52,000 km",Sports
402,Mazda 6 2.0A,"$84,500.00","$9,850 /yr",29-Nov-2018,"45,000 km",Luxury
403,Mercedes-Benz C-Class C200 Mild Hybrid AMG Line,"$173,888.00","$15,780 /yr",28-Aug-2020,"8,480 km",Luxury
406,Mercedes-Benz CLA-Class CLA200 Shooting Brake,"$86,800.00","$14,730 /yr",15-Jan-2016,"9,000 km",Stationwagon
407,Honda Jazz 1.3A,"$66,800.00","$8,920 /yr",12-Jun-2018,"41,388 km",Hatchback
408,Honda Jazz 1.3A L,"$20,800.00","$12,830 /yr",15-Feb-2012,"100,304 km",Hatchback
409,Mercedes-Benz E-Class E200 Avantgarde,"$166,800.00","$18,100 /yr",14-Oct-2018,"21,333 km",Luxury
410,BMW 3 Series 318i,"$80,828.00","$13,140 /yr",03-May-2016,"62,000 km",Luxury
411,Nissan Qashqai 1.2A DIG-T,"$62,500.00","$10,340 /yr",29-Aug-2016,"50,000 km",SUV
413,Toyota Corolla Altis 1.6A Classic (OPC),"$56,500.00","$9,980 /yr",18-Jan-2016,"35,430 km",Sedan
414,Nissan Cabstar,"$37,800.00","$8,570 /yr",09-Sep-2015,"141,170 km",Truck
415,Nissan Qashqai 1.2A DIG-T,"$88,790.00","$9,880 /yr",22-Mar-2019,"58,000 km",SUV
416,Mazda 3 1.5A Deluxe,"$68,500.00","$9,210 /yr",13-Dec-2017,"87,000 km",Sedan
418,Volkswagen Golf 1.0A TSI,"$75,850.00","$8,870 /yr",10-Oct-2018,"68,000 km",Hatchback
419,Kia Cerato K3 1.6A SX Sunroof,"$57,800.00","$8,090 /yr",05-Jun-2017,"73,000 km",Sedan
420,Toyota Corolla Altis 1.6A Elegance (New 5-yr COE),"$36,888.00","$7,370 /yr",29-Jun-2011,"110,865 km",Sedan
421,BMW 2 Series 216d Gran Tourer Luxury,"$81,800.00","$12,130 /yr",12-Dec-2016,"89,900 km",MPV
422,Audi A4 1.8A TFSI MU,"$52,800.00","$13,110 /yr",12-Jun-2014,"84,000 km",Luxury
423,Mercedes-Benz E-Class E250 AMG Line,"$56,800.00","$20,830 /yr",14-Nov-2012,"133,000 km",Luxury
424,Audi Q2 1.0A TFSI S-tronic,"$105,800.00","$11,780 /yr",11-Mar-2019,"39,000 km",SUV
425,Hyundai Elantra 1.6A Elite,"$48,800.00","$9,400 /yr",02-Sep-2015,"103,249 km",Sedan
426,Suzuki APV 1.6A,"$21,800.00","$11,940 /yr",26-Jun-2012,"160,385 km",MPV
427,Honda Jazz 1.3A L (COE till 03/2026),"$36,800.00","$7,400 /yr",29-Apr-2011,"131,400 km",Hatchback
428,Kia Cerato K3 1.6A EX (OPC),"$43,900.00","$7,050 /yr",29-Jun-2016,"19,110 km",Sedan
429,Alfa Romeo Giulietta 1.4A Turbo,"$49,800.00","$8,610 /yr",11-Jan-2016,"96,000 km",Hatchback
430,Mitsubishi Fuso Canter FEB21,"$62,800.00","$10,710 /yr",22-Feb-2017,"17,774 km",Truck
434,Lexus RX270 (COE till 10/2030),"$91,800.00","$9,600 /yr",19-Nov-2010,"156,888 km",SUV
435,Toyota Vios 1.5A E (COE till 05/2023),"$16,800.00","$7,870 /yr",10-Jun-2008,"93,120 km",Sedan
436,Toyota C-HR Hybrid 1.8A S,"$72,800.00","$10,470 /yr",29-Dec-2017,"62,080 km",SUV
440,Toyota Corolla Altis 1.6A Elegance,"$57,800.00","$11,210 /yr",24-Jul-2015,"65,000 km",Sedan
441,Hyundai Santa Fe 2.4A GLS Sunroof,"$92,800.00","$13,660 /yr",11-Nov-2016,"55,968 km",SUV
443,Toyota Harrier 2.0A M-Grade Turbo,"$121,800.00","$13,090 /yr",29-Mar-2019,"45,000 km",SUV
444,Nissan Cabstar,"$53,800.00","$8,110 /yr",30-Nov-2017,"48,000 km",Truck
446,Lexus NX Turbo NX200t Classic,"$117,800.00","$16,470 /yr",28-Dec-2016,"85,500 km",SUV
447,Toyota Harrier 2.0A M-Grade Turbo,"$111,800.00","$13,550 /yr",26-Mar-2018,"38,000 km",SUV
448,Mercedes-Benz E-Class E200 CGI Elegance (New 10-yr COE),"$85,800.00","$8,580 /yr",27-Apr-2011,"116,457 km",Luxury
450,Toyota Corolla Altis 1.6A Elegance,"$47,800.00","$11,490 /yr",28-Oct-2014,"96,200 km",Sedan
452,Mercedes-Benz E-Class E200 CGI Elegance (New 10-yr COE),"$82,500.00","$8,250 /yr",01-Sep-2011,"100,000 km",Luxury
453,Mitsubishi ASX 2.0A,"$70,800.00","$9,930 /yr",19-Jul-2017,"33,658 km",SUV
454,Hyundai Avante 1.6A (COE till 05/2024),"$18,800.00","$5,990 /yr",25-Jun-2009,"189,177 km",Sedan
455,MINI Cooper S Countryman 2.0A,"$133,800.00","$16,360 /yr",23-Jan-2018,"30,000 km",Sports
456,Honda Vezel Hybrid 1.5A X,"$61,800.00","$10,740 /yr",19-Oct-2016,"62,000 km",SUV
457,MINI Cooper S Clubman 1.6A 50 Hampton Sunroof (New 10-yr COE),"$88,800.00","$8,880 /yr",30-Jun-2011,"115,000 km",Sports
458,BMW 3 Series 316i,"$63,700.00","$13,360 /yr",10-Apr-2015,"85,000 km",Luxury
459,BMW X1 sDrive20i,"$71,600.00","$15,450 /yr",10-Dec-2014,"87,000 km",SUV
460,Honda Fit 1.3A G (COE till 03/2029),"$46,900.00","$5,880 /yr",24-Apr-2009,"155,599 km",Hatchback
462,Honda Freed 1.5A G Honda Sensing,"$101,800.00","$10,110 /yr",09-Jan-2020,"19,238 km",MPV
463,MINI Cooper S 1.6A Bayswater Sunroof,"$51,888.00","$16,510 /yr",30-Jul-2013,"91,000 km",Sports
464,Volkswagen Golf 1.2A TSI,"$46,800.00","$9,420 /yr",27-Oct-2015,"59,000 km",Hatchback
466,Hyundai Elantra 1.6A GLS S (OPC),"$58,500.00","$6,980 /yr",03-Oct-2018,"24,125 km",Sedan
469,BMW 5 Series Plug-in Hybrid 530e iPerformance M-Sport,"$189,800.00","$20,090 /yr",27-Jul-2018,"18,066 km",Luxury
473,Nissan Sylphy 1.5A (New 5-yr COE),"$39,800.00","$7,960 /yr",27-Oct-2011,"75,269 km",Sedan
474,Nissan Elgrand 2.5A Highway Star,"$95,250.00","$12,380 /yr",13-Mar-2017,"47,000 km",MPV
475,Mercedes-Benz A-Class A180 Style,"$86,800.00","$12,320 /yr",12-Jul-2017,"60,000 km",Hatchback
476,Toyota Harrier 2.0A M-Grade Turbo,"$112,800.00","$13,360 /yr",28-May-2018,"38,000 km",SUV
478,BMW 3 Series 325Ci Cabriolet (New 10-yr COE),"$63,500.00","$6,350 /yr",03-Aug-2001,"152,585 km",Sports
480,Suzuki Swift 1.4A GLX (COE till 03/2026),"$37,800.00","$7,610 /yr",05-Apr-2011,"56,000 km",Hatchback
481,BMW Z4 sDrive28i,"$61,800.00","$28,780 /yr",31-Jul-2012,"88,000 km",Sports
482,Honda Civic 1.6A VTi,"$88,800.00","$10,220 /yr",12-Dec-2018,"52,253 km",Sedan
483,Toyota Vitz Hybrid 1.5A F,"$79,800.00","$9,120 /yr",19-Jul-2019,"30,000 km",Hatchback
484,Mazda 3 1.5A Sunroof,"$68,800.00","$8,580 /yr",18-Jun-2018,"44,500 km",Sedan
485,Toyota Harrier 2.0A M-Grade Turbo,"$124,800.00","$13,060 /yr",28-Jun-2019,"22,896 km",SUV
486,Hyundai Elantra 1.6A GLS,"$70,888.00","$9,030 /yr",13-Jun-2018,"72,000 km",Sedan
487,Audi Q7 2.0A TFSI Quattro,"$169,800.00","$23,540 /yr",31-Oct-2016,"85,000 km",SUV
488,Toyota Picnic 2.0A (COE till 05/2023),"$18,800.00","$8,910 /yr",23-May-2008,"153,000 km",MPV
491,Mazda 3 1.5A Deluxe,"$50,900.00","$9,670 /yr",16-Nov-2015,"100,083 km",Sedan
492,Volkswagen Scirocco R 2.0A (COE till 07/2030),"$88,000.00","$9,480 /yr",23-Jul-2010,"135,000 km",Sports
493,Hino XZU700R,"$41,800.00","$9,250 /yr",19-Oct-2015,"271,291 km",Truck
494,Mercedes-Benz GLA-Class GLA180,"$86,000.00","$15,440 /yr",21-Jan-2016,"35,000 km",SUV
495,Honda Stream 1.8A X (New 5-yr COE),"$42,800.00","$8,560 /yr",07-Apr-2011,"98,000 km",Sedan
496,Nissan Sylphy 1.6A,"$58,777.00","$8,670 /yr",07-Feb-2017,"47,000 km",Sedan
497,Honda Shuttle 1.5A G LED Honda Sensing,"$89,800.00","$8,610 /yr",19-Mar-2021,122 km,Stationwagon
499,BMW 4 Series 420i Gran Coupe Sport,"$146,900.00","$17,020 /yr",13-Apr-2018,"52,888 km",Luxury
500,Subaru Forester 2.0i-L Sunroof,"$65,800.00","$10,390 /yr",19-Oct-2016,"58,999 km",SUV
502,Hyundai i30 1.6A (COE till 02/2024),"$19,000.00","$6,660 /yr",18-Feb-2009,"168,000 km",Hatchback
503,Toyota Noah Hybrid 1.8A X,"$132,800.00","$12,310 /yr",15-Jan-2021,289 km,MPV
504,Honda Stream 1.8A (COE till 11/2027),"$45,500.00","$6,850 /yr",07-Dec-2007,"120,300 km",MPV
505,BMW 2 Series 216i Gran Tourer,"$118,800.00","$11,940 /yr",10-Sep-2019,"20,000 km",MPV
506,Peugeot 3008 Diesel 1.6A BlueHDi,"$54,000.00","$8,550 /yr",23-Nov-2016,"68,000 km",SUV
507,Honda Vezel 1.5A S,"$63,888.00","$10,510 /yr",02-Aug-2016,"62,129 km",SUV
510,Hyundai Elantra 1.6A GLS,"$67,800.00","$8,240 /yr",28-Sep-2018,"54,000 km",Sedan
512,Honda Vezel Hybrid 1.5A RS,"$71,800.00","$11,430 /yr",05-May-2017,"51,526 km",SUV
513,Volvo S60 T2,"$76,777.00","$10,590 /yr",27-Mar-2017,"88,000 km",Luxury
514,Toyota Raize 1.0A X,"$83,800.00","$8,200 /yr",11-Mar-2021,131 km,SUV
516,Honda Vezel 1.5A X Honda Sensing,"$65,800.00","$9,640 /yr",26-May-2017,"74,582 km",SUV
517,Mercedes-Benz C-Class C200 Avantgarde,"$109,800.00","$17,270 /yr",20-May-2016,"50,000 km",Luxury
518,Volkswagen Golf 1.4A TSI Sunroof,"$52,800.00","$10,770 /yr",16-Jul-2015,"48,000 km",Hatchback
519,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$124,800.00","$13,440 /yr",17-May-2019,"48,000 km",SUV
521,Mercedes-Benz E-Class E200 Avantgarde,"$132,800.00","$17,870 /yr",14-Nov-2016,"105,000 km",Luxury
522,Peugeot 308 SW 1.2A PureTech Allure,"$47,777.00","$9,280 /yr",27-Nov-2015,"103,000 km",Stationwagon
523,Nissan Cabstar (COE till 03/2026),"$32,800.00","$6,610 /yr",29-Mar-2011,"145,200 km",Truck
524,Volvo S90 T5 Momentum,"$141,777.00","$14,870 /yr",21-Mar-2019,"55,000 km",Luxury
525,Kia Niro Hybrid 1.6A GDi DCT Sunroof,"$77,777.00","$11,210 /yr",28-Dec-2017,"79,000 km",SUV
526,Toyota Corolla Altis 1.6A Elegance,"$88,800.00","$9,880 /yr",13-Feb-2019,"26,000 km",Sedan
527,Nissan NV350 2.5M,"$43,800.00","$7,920 /yr",22-Oct-2016,"75,808 km",Van
528,Nissan Juke 1.6A,"$30,800.00","$11,200 /yr",14-Jun-2013,"113,000 km",SUV
529,Mercedes-Benz E-Class E250 CGI (COE till 01/2031),"$84,800.00","$8,640 /yr",17-Jun-2011,"128,000 km",Luxury
530,Toyota Sienta 1.5A G,"$59,800.00","$9,820 /yr",26-Oct-2016,"87,500 km",MPV
531,Volkswagen Touran 1.4A TSI,"$15,500.00",,26-Aug-2011,"217,000 km",MPV
532,Toyota Camry 2.4A (COE till 08/2022),"$12,800.00","$9,690 /yr",08-Aug-2007,"171,000 km",Luxury
533,Volvo XC40 T5 Momentum,"$138,777.00","$15,930 /yr",27-Dec-2018,"25,000 km",SUV
534,BMW 3 Series 316i,"$59,777.00","$14,030 /yr",22-Aug-2014,"120,000 km",Luxury
535,Jaguar XE 2.0A Prestige,"$97,777.00","$12,750 /yr",31-Mar-2017,"60,000 km",Luxury
538,Kia Cerato Forte 1.6A EX (COE till 03/2024),"$20,500.00","$6,900 /yr",17-Jun-2009,"151,238 km",Sedan
539,Volkswagen Scirocco 1.4A TSI (New 10-yr COE),"$62,800.00","$6,280 /yr",23-May-2011,"138,000 km",Sports
541,BMW X1 sDrive20i xLine,"$88,777.00","$15,260 /yr",30-Nov-2015,"80,000 km",SUV
542,Jaguar XE Diesel 2.0A Prestige,"$97,777.00","$12,280 /yr",30-Nov-2017,"60,000 km",Luxury
543,Mitsubishi Eclipse Cross 1.5A,"$96,777.00","$10,430 /yr",09-May-2019,"25,000 km",SUV
544,Audi A5 Sportback 2.0A TFSI S-tronic Design,"$133,800.00","$16,130 /yr",07-Feb-2018,"57,069 km",Luxury
545,Mazda 6 Wagon 2.5A Premium,"$118,000.00","$11,930 /yr",27-Dec-2019,"27,200 km",Stationwagon
546,Mercedes-Benz GLA-Class GLA200 Sport Executive,"$165,988.00","$14,630 /yr",09-Apr-2021,28 km,SUV
547,Honda Vezel Hybrid 1.5A X,"$88,800.00","$16,140 /yr",17-Aug-2016,"51,000 km",SUV
548,Volkswagen Passat 1.4A TSI,"$42,800.00","$9,800 /yr",14-Jul-2014,"96,000 km",Luxury
549,Toyota Sienta Hybrid 1.5A G,"$72,800.00","$11,090 /yr",14-Aug-2017,"67,500 km",MPV
550,Mercedes-Benz B-Class B180 Style,"$70,800.00","$12,930 /yr",19-Nov-2015,"79,700 km",Hatchback
552,Toyota Wish 1.8A S (COE till 02/2026),"$43,800.00","$8,970 /yr",11-Mar-2011,"92,389 km",MPV
553,Mercedes-Benz C-Class C180 Coupe AMG Line,"$123,800.00","$18,090 /yr",21-Nov-2016,"43,974 km",Sports
554,Volkswagen Jetta GP 1.4A TSI,"$50,800.00","$8,660 /yr",17-Feb-2016,"96,123 km",Sedan
555,Toyota Vellfire 2.5A Z,"$108,800.00","$15,820 /yr",07-Dec-2016,"55,000 km",MPV
556,BMW 5 Series 523i (New 10-yr COE),"$82,800.00","$8,280 /yr",15-Apr-2011,"122,000 km",Luxury
559,Porsche Macan S 3.0A PDK,"$166,800.00","$31,130 /yr",28-Nov-2014,"111,500 km",SUV
561,Hyundai Elantra 1.6A GLS S (OPC),"$53,500.00","$6,870 /yr",19-Mar-2018,"17,000 km",Sedan
562,Mazda 3 1.5A Deluxe,"$52,800.00","$9,870 /yr",24-Dec-2015,"80,000 km",Sedan
563,Subaru Forester 2.0i-L Sunroof,"$64,800.00","$10,620 /yr",17-Aug-2016,"71,932 km",SUV
564,Honda Vezel Hybrid 1.5A X Honda Sensing,"$64,300.00","$10,330 /yr",06-Apr-2017,"83,000 km",SUV
565,Lexus ES250 Luxury Sunroof,"$106,800.00","$16,540 /yr",31-Mar-2016,"67,000 km",Luxury
566,Toyota C-HR 1.2A Turbo Luxury,"$83,800.00","$9,320 /yr",29-Jun-2018,"28,000 km",SUV
567,Citroen C4 Picasso Diesel 1.6A BlueHDi,"$54,800.00","$8,660 /yr",22-Mar-2017,"79,000 km",MPV
568,Honda Odyssey 2.4A Sunroof (COE till 10/2029),"$53,800.00","$6,290 /yr",23-Nov-2009,"178,153 km",MPV
569,Volvo XC60 T5 Momentum,"$169,888.00","$17,710 /yr",31-Jul-2019,"15,000 km",SUV
570,MINI Cooper Cabriolet 1.6A (COE till 01/2031),"$71,800.00","$7,320 /yr",27-Apr-2011,"78,600 km",Sports
571,Mercedes-Benz C-Class C200 Exclusive,"$98,000.00","$20,690 /yr",03-Mar-2015,"85,000 km",Luxury
573,Mazda 6 2.5A Luxury,"$61,800.00","$10,360 /yr",05-Nov-2015,"71,000 km",Luxury
574,Toyota Harrier 2.0A Elegance,"$93,800.00","$13,450 /yr",02-Mar-2017,"63,204 km",SUV
575,Honda Civic 1.6A VTi,"$83,800.00","$10,560 /yr",11-Apr-2018,"32,000 km",Sedan
577,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$76,800.00","$11,860 /yr",21-Sep-2016,"70,000 km",SUV
578,Subaru Forester 2.0i-L Sunroof (OPC),"$55,800.00","$9,370 /yr",31-May-2016,"77,510 km",SUV
579,Nissan X-Trail 2.0A Premium 7-Seater Sunroof,"$71,800.00","$11,890 /yr",30-Apr-2016,"94,489 km",SUV
580,Toyota Sienta 1.5A G,"$56,800.00","$10,400 /yr",26-Jan-2016,"73,000 km",MPV
581,Toyota Harrier 2.0A Elegance,"$75,800.00","$13,000 /yr",14-Mar-2016,"62,543 km",SUV
582,Toyota Alphard 2.5A S Moonroof,"$104,800.00","$18,080 /yr",04-Jan-2016,"85,888 km",MPV
583,Mercedes-Benz C-Class C180 CGI Avantgarde,"$39,800.00","$15,270 /yr",03-Jan-2013,"151,205 km",Luxury
584,Toyota Vios 1.5A J (COE till 09/2024),"$24,800.00","$7,140 /yr",29-Oct-2009,"170,193 km",Sedan
585,Honda Fit 1.3A G (COE till 07/2023),"$18,800.00","$8,240 /yr",25-Jul-2008,"120,588 km",Hatchback
586,BMW 7 Series 740Li Sunroof,"$256,888.00","$28,840 /yr",01-Nov-2017,"30,000 km",Luxury
588,Mitsubishi Attrage 1.2A,"$56,800.00","$7,240 /yr",12-Oct-2018,"22,000 km",Sedan
590,Toyota Corolla Axio 1.5A X (COE till 03/2024),"$21,500.00","$7,400 /yr",09-Mar-2009,"146,254 km",Sedan
592,Toyota Wish 1.8A,"$69,800.00","$10,480 /yr",27-Dec-2016,"93,489 km",MPV
593,Honda Jazz 1.5A RS,"$50,800.00","$9,640 /yr",04-Jan-2016,"124,730 km",Hatchback
594,Toyota C-HR Hybrid 1.8A G,"$71,900.00","$10,870 /yr",26-Jul-2017,"66,000 km",SUV
595,Citroen C4 Picasso Diesel 1.6A BlueHDi,"$57,800.00","$8,590 /yr",28-Jul-2017,"70,000 km",MPV
596,Kia Stonic 1.0A EX,"$79,800.00","$8,490 /yr",11-Mar-2020,"15,286 km",SUV
597,Mercedes-Benz S-Class S320L,"$222,888.00","$26,560 /yr",24-Feb-2017,"60,000 km",Luxury
598,Mitsubishi Attrage 1.2A,"$43,800.00","$8,310 /yr",31-Mar-2016,"96,000 km",Sedan
599,Toyota Corolla Altis 1.6A Elegance,"$51,800.00","$10,690 /yr",10-Jun-2015,"110,000 km",Sedan
601,Volkswagen Golf 1.4A TSI EQP Sunroof,"$76,888.00","$10,720 /yr",29-Sep-2017,"47,759 km",Hatchback
602,Toyota Vellfire 2.5A X,"$131,800.00","$15,880 /yr",07-May-2018,"29,323 km",MPV
603,BMW 2 Series 218i Active Tourer,"$56,800.00","$11,960 /yr",13-Mar-2015,"95,000 km",Hatchback
605,Mercedes-Benz A-Class A180 Style,"$74,800.00","$12,900 /yr",28-Apr-2016,"57,000 km",Hatchback
606,Hyundai i30 1.6A Sunroof (COE till 04/2024),"$22,800.00","$7,470 /yr",19-Jun-2009,"121,000 km",Hatchback
607,Kia Cerato K3 1.6A,"$64,500.00","$8,060 /yr",24-Jul-2018,"35,700 km",Sedan
608,Volvo V40 T2,"$85,999.00","$10,360 /yr",16-May-2018,"47,000 km",Hatchback
609,Mercedes-Benz E-Class E180 Avantgarde,"$188,888.00","$16,320 /yr",29-Jan-2021,35 km,Luxury
610,Mercedes-Benz A-Class A250 AMG Line Sport,"$73,800.00","$17,070 /yr",06-Aug-2014,"81,000 km",Hatchback
611,Mazda 5 2.0A Sunroof,"$65,800.00","$9,790 /yr",30-Dec-2016,"72,011 km",MPV
612,Toyota Vellfire 2.5A Z A-Edition Moonroof,"$113,888.00","$16,070 /yr",21-Jul-2016,"69,000 km",MPV
613,Bentley Flying Spur 6.0A W12,"$313,800.00","$48,110 /yr",28-Apr-2014,"48,000 km",Luxury
614,Hyundai Veloster 1.6A,"$46,800.00","$10,480 /yr",02-Jan-2015,"68,249 km",Hatchback
615,Volkswagen Touran Diesel 1.6A TDI,"$48,888.00","$10,160 /yr",31-Mar-2015,"85,000 km",MPV
